hhid,surveyperiod,hhsize,dwelltype,owndwell,totalbikes,totalvehs,travmonth,travdow,homelga,youngestgroup_5,aveagegroup_5,oldestgroup_5,hhinc_group,hhpoststratweight,hhpoststratweight_GROUP_1,hhpoststratweight_GROUP_2,hhpoststratweight_GROUP_3,hhpoststratweight_GROUP_4,hhpoststratweight_GROUP_5,hhpoststratweight_GROUP_6,hhpoststratweight_GROUP_7,hhpoststratweight_GROUP_8,hhpoststratweight_GROUP_9,hhpoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y24H6120430,2023-24,3,Separate House,Being Rented,0,4,April,Tuesday,Hume (C),25->29,45->49,60->64,"$3,500-$3,999 ($182,000-$207,999)",1778.684121,1947.734992,2312.897553,2059.929912,1932.331893,1705.177625,1694.397696,1827.592044,0.0,1739.533713,2485.003548,MELB - Outer,Greater Melbourne,Weekday
Y24H6120433,2023-24,1,Separate House,Fully Owned,2,2,April,Friday,Hume (C),60->64,60->64,60->64,"$2,500-$2,999 ($130,000-$155,999)",2032.378404,2218.469116,2312.963716,2799.877332,2721.022142,2236.761295,1908.204645,1941.959599,0.0,2090.331831,2171.361595,MELB - Outer,Greater Melbourne,Weekday
Y24H6126106,2023-24,1,Separate House,Fully Owned,0,2,April,Saturday,Campaspe (S),65->69,65->69,65->69,"$650-$799 ($33,800-$41,599)",294.2849877,294.367717,301.7528029,0.0,327.8050512,360.2146194,269.5672678,350.4488534,284.7013331,299.8714938,433.9199264,Other,Shepparton SA4,Weekend
Y24H6126107,2023-24,6,Separate House,Being Purchased,5,4,April,Sunday,Campaspe (S),5->9,30->34,55->59,"$1,500-$1,749 ($78,000-$90,999)",831.1596286,988.5758963,778.183295,0.0,1040.766005,803.0822933,947.544937,1215.366506,807.9887505,841.3168539,917.6558317,Other,Shepparton SA4,Weekend
Y24H6126112,2023-24,4,Separate House,Fully Owned,2,3,April,Friday,Campaspe (S),0->4,15->19,30->34,"$1,000-$1,249 ($52,000-$64,999)",521.145612,469.3777826,567.3853709,0.0,626.3640312,655.1991985,481.2376582,691.3889295,483.5398708,520.8173746,758.7126457,Other,Shepparton SA4,Weekday
Y24H6126114,2023-24,1,Separate House,Fully Owned,Missing/Refused,1,April,Sunday,Campaspe (S),65->69,65->69,65->69,,236.4842566,237.2171921,234.5833051,0.0,270.5753294,271.5478173,213.0220881,307.5014506,234.623245,238.380981,382.7935729,Other,Shepparton SA4,Weekend
Y24H6126116,2023-24,5,Separate House,Being Purchased,0,2,April,Tuesday,Campaspe (S),10->14,30->34,50->54,"$2,000-$2,499 ($104,000-$129,999)",366.5618874,394.2978512,346.1961179,0.0,353.8759429,417.3479878,342.5345431,476.1458864,374.4947944,365.4344915,522.5895445,Other,Shepparton SA4,Weekday
Y24H6126123,2023-24,2,Separate House,Fully Owned,0,2,April,Tuesday,Campaspe (S),55->59,55->59,55->59,"$1,250-$1,499 ($65,000-$77,999)",230.014582,219.1413019,226.6775438,265.8225344,254.3168382,0.0,227.2578479,349.3883652,243.9871471,228.7357185,301.2636325,Other,Shepparton SA4,Weekday
Y24H6126132,2023-24,2,Separate House,Being Purchased,0,2,April,Thursday,Campaspe (S),65->69,70->74,70->74,"$150-$299 ($7,800-$15,599)",220.5506977,207.5410042,226.43078,260.0381081,256.2345513,0.0,221.4379791,334.2729708,216.8479479,216.9577481,288.4050187,Other,Shepparton SA4,Weekday
Y24H6126133,2023-24,4,Separate House,Being Purchased,4,2,April,Friday,Campaspe (S),0->4,15->19,30->34,"$1,250-$1,499 ($65,000-$77,999)",270.2691914,250.6956176,267.2101428,363.2715753,369.4576135,0.0,241.9394356,316.1935594,262.2431118,269.3657852,404.4213976,Other,Shepparton SA4,Weekday
Y24H6126134,2023-24,1,Separate House,Fully Owned,0,1,April,Saturday,Campaspe (S),80->84,80->84,80->84,"$500-$649 ($26,000-$33,799)",221.7530493,226.7720438,219.8080465,297.4468207,241.0467582,0.0,199.6960869,286.1081311,225.3539312,225.9330903,338.7285429,Other,Shepparton SA4,Weekend
Y24H6126136,2023-24,2,Separate House,Fully Owned,0,2,April,Monday,Campaspe (S),65->69,65->69,65->69,"$800-$999 ($41,600-$51,999)",203.9452193,187.8117921,204.4645126,238.3848312,237.2046231,0.0,208.4553287,305.7511051,207.3311949,202.3599787,261.7423427,Other,Shepparton SA4,Weekday
Y24H6126206,2023-24,2,Separate House,Fully Owned,Missing/Refused,1,April,Saturday,Moira (S),70->74,70->74,70->74,"$650-$799 ($33,800-$41,599)",133.7754321,147.7005415,146.6991402,143.6935003,160.0576571,156.8414956,133.3751399,150.0113642,157.9190623,136.047686,0.0,Other,Shepparton SA4,Weekend
Y24H6126210,2023-24,2,Separate House,Fully Owned,1,1,April,Wednesday,Moira (S),65->69,70->74,70->74,"$800-$999 ($41,600-$51,999)",130.8438712,147.3554765,140.5501661,140.3202526,159.8928865,151.3346605,135.7148453,144.1075256,152.8334193,131.3435396,0.0,Other,Shepparton SA4,Weekday
Y24H6126214,2023-24,1,Separate House,Fully Owned,0,2,April,Sunday,Moira (S),50->54,50->54,50->54,"$500-$649 ($26,000-$33,799)",235.6735558,266.0155714,268.6201173,340.1258438,304.2794382,248.5121094,221.6961686,197.6038086,245.5621441,237.2315599,0.0,Other,Shepparton SA4,Weekend
Y24H6126215,2023-24,5,Terrace or Townhouse,Being Rented,0,1,April,Monday,Moira (S),20->24,30->34,35->39,"$8,000 or more ($416,000 or more)",183.9149668,224.8964484,189.7394415,270.0814023,200.7034281,193.4677432,179.4472605,178.4673972,208.6820729,182.6376685,0.0,Other,Shepparton SA4,Weekday
Y24H6126217,2023-24,2,Separate House,Fully Owned,0,2,April,Wednesday,Moira (S),30->34,45->49,60->64,"$1,000-$1,249 ($52,000-$64,999)",173.6408457,191.2788476,192.9474705,205.4748174,217.4420275,203.2731657,183.1997844,176.5147915,193.0824015,174.3267591,0.0,Other,Shepparton SA4,Weekday
Y24H6126219,2023-24,2,Separate House,Being Purchased,1,1,April,Friday,Moira (S),25->29,25->29,25->29,"$3,500-$3,999 ($182,000-$207,999)",133.3340844,147.6378371,147.1410833,139.7065345,165.6654632,155.4602127,136.2534323,151.1266774,153.7825925,132.3519772,0.0,Other,Shepparton SA4,Weekday
Y24H6126221,2023-24,2,"Unit, Flat or Apartment",Being Rented,0,1,April,Sunday,Moira (S),65->69,70->74,70->74,"$1,500-$1,749 ($78,000-$90,999)",142.6622259,154.5036467,156.5600974,151.0452171,179.664948,158.8135671,142.2754509,161.2282458,164.4146283,143.5432978,0.0,Other,Shepparton SA4,Weekend
Y24H6126222,2023-24,1,"Unit, Flat or Apartment",Being Rented,0,1,April,Monday,Moira (S),70->74,70->74,70->74,"$1-$149 ($1-$7,799)",111.7336577,0.0,120.7672503,144.6480267,139.7105815,123.3588402,106.8901024,101.916045,125.013938,110.7145098,153.815758,Other,Shepparton SA4,Weekday
Y24H6126223,2023-24,1,Separate House,Fully Owned,0,1,April,Tuesday,Moira (S),65->69,65->69,65->69,"$400-$499 ($20,800-$25,999)",126.0160481,0.0,133.8874083,161.2967774,149.789464,134.9826615,116.5315119,116.4616571,147.1162798,125.1451157,177.0408773,Other,Shepparton SA4,Weekday
Y24H6126224,2023-24,1,Terrace or Townhouse,Being Purchased,0,2,April,Wednesday,Moira (S),35->39,35->39,35->39,"$2,500-$2,999 ($130,000-$155,999)",168.1166679,0.0,187.5617798,245.7584973,210.6172427,184.1848448,164.4792449,137.3714158,177.5394302,168.8316216,223.5445382,Other,Shepparton SA4,Weekday
Y24H6126227,2023-24,3,Separate House,Being Purchased,2,2,April,Saturday,Moira (S),10->14,30->34,40->44,"$3,000-$3,499 ($156,000-$181,999)",157.2491134,0.0,181.8327638,192.5040035,202.9098619,177.0308637,153.5145082,144.4637607,178.8838829,160.1514007,194.9003045,Other,Shepparton SA4,Weekend
Y24H6126231,2023-24,1,Separate House,Fully Owned,0,1,April,Wednesday,Moira (S),85->89,85->89,85->89,"$500-$649 ($26,000-$33,799)",126.6812284,0.0,136.6270272,167.8302716,154.8743785,137.1236132,121.8466242,112.1506852,140.5304573,127.2033214,174.5043522,Other,Shepparton SA4,Weekday
Y24H6126232,2023-24,1,Separate House,Fully Owned,0,1,April,Thursday,Moira (S),80->84,80->84,80->84,"$500-$649 ($26,000-$33,799)",120.8311537,0.0,133.7416569,157.7868819,150.9189733,127.2676986,113.5472449,111.4232412,130.7522292,118.7011922,169.4843719,Other,Shepparton SA4,Weekday
Y24H6126239,2023-24,1,Separate House,Fully Owned,1,1,April,Thursday,Moira (S),70->74,70->74,70->74,"$1,000-$1,249 ($52,000-$64,999)",120.8311537,0.0,133.7416569,157.7868819,150.9189733,127.2676986,113.5472449,111.4232412,130.7522292,118.7011922,169.4843719,Other,Shepparton SA4,Weekday
Y24H6126240,2023-24,5,Terrace or Townhouse,Being Rented,3,2,April,Friday,Moira (S),0->4,20->24,40->44,"$1,000-$1,249 ($52,000-$64,999)",219.3245059,0.0,239.9445564,355.338776,243.8247457,230.7961511,215.6185241,196.2107084,231.9347952,218.2814614,277.8198219,Other,Shepparton SA4,Weekday
Y24H6126241,2023-24,2,Separate House,Fully Owned,0,1,April,Saturday,Moira (S),80->84,85->89,85->89,"$800-$999 ($41,600-$51,999)",104.0475583,0.0,114.0993313,111.7616113,124.4892888,121.9878299,103.73622,116.6755055,122.8259374,105.8148669,127.3972588,Other,Shepparton SA4,Weekend
Y24H6130102,2023-24,4,Separate House,Fully Owned,0,2,April,Tuesday,Greater Dandenong (C),10->14,35->39,90->94,"$400-$499 ($20,800-$25,999)",1288.693042,1515.673591,1499.321382,1407.951991,0.0,1233.328205,1202.78285,1314.844201,1778.515596,1466.086544,1295.634193,MELB - Middle,Greater Melbourne,Weekday
Y24H6130108,2023-24,3,"Unit, Flat or Apartment",Being Rented,0,0,April,Monday,Greater Dandenong (C),0->4,15->19,30->34,"$150-$299 ($7,800-$15,599)",1214.922476,1407.483262,1488.769161,1357.169142,0.0,1222.065804,1290.034778,1210.516546,1383.146246,1384.105213,1074.921643,MELB - Middle,Greater Melbourne,Weekday
Y24H6130111,2023-24,4,"Unit, Flat or Apartment",Being Purchased,2,2,April,Thursday,Greater Dandenong (C),0->4,20->24,35->39,"$3,000-$3,499 ($156,000-$181,999)",1235.670135,1435.441044,1497.689203,1377.314278,0.0,1162.837067,1171.980664,1257.960828,1580.687597,1390.595387,1240.333593,MELB - Middle,Greater Melbourne,Weekday
Y24H6130118,2023-24,4,Terrace or Townhouse,Fully Owned,1,2,April,Thursday,Greater Dandenong (C),10->14,30->34,50->54,"$1,250-$1,499 ($65,000-$77,999)",1235.670135,1435.441044,1497.689203,1377.314278,0.0,1162.837067,1171.980664,1257.960828,1580.687597,1390.595387,1240.333593,MELB - Middle,Greater Melbourne,Weekday
Y24H6130119,2023-24,6,"Unit, Flat or Apartment",Being Rented,2,2,April,Friday,Greater Dandenong (C),0->4,20->24,40->44,"$2,500-$2,999 ($130,000-$155,999)",1779.05088,2098.725152,2226.861593,1935.787527,0.0,1899.256326,1801.879716,1770.101284,2189.074178,1926.54047,1645.241872,MELB - Middle,Greater Melbourne,Weekday
Y24H6130123,2023-24,3,"Unit, Flat or Apartment",Being Rented,1,1,April,Tuesday,Greater Dandenong (C),0->4,25->29,35->39,"$1,500-$1,749 ($78,000-$90,999)",810.9430691,971.5023076,0.0,892.8408762,1096.489549,777.1066957,885.1015371,823.4999673,998.4768069,877.1230261,775.081336,MELB - Middle,Greater Melbourne,Weekday
Y24H6130125,2023-24,1,"Unit, Flat or Apartment",Being Rented,0,1,April,Thursday,Greater Dandenong (C),45->49,45->49,45->49,"$500-$649 ($26,000-$33,799)",757.4883658,981.5942032,0.0,806.1639245,1022.87071,725.1283194,797.2826356,772.0784977,885.481368,828.6675724,741.103873,MELB - Middle,Greater Melbourne,Weekday
Y24H6130127,2023-24,2,"Unit, Flat or Apartment",Being Rented,0,1,April,Saturday,Greater Dandenong (C),20->24,40->44,60->64,"$500-$649 ($26,000-$33,799)",859.8422501,1031.78241,0.0,976.5438798,1211.638397,913.3735227,858.8402948,851.2192634,1111.174382,922.6351185,838.6738422,MELB - Middle,Greater Melbourne,Weekend
Y24H6130129,2023-24,1,"Unit, Flat or Apartment",Being Purchased,0,1,April,Monday,Greater Dandenong (C),25->29,25->29,25->29,"$2,500-$2,999 ($130,000-$155,999)",700.4563238,888.2821355,0.0,739.0349531,946.9045451,702.8569658,750.5388847,706.2008432,846.6204632,772.9115638,672.5897656,MELB - Middle,Greater Melbourne,Weekday
Y24H6130136,2023-24,1,"Unit, Flat or Apartment",Being Rented,0,1,April,Monday,Greater Dandenong (C),55->59,55->59,55->59,"$2,500-$2,999 ($130,000-$155,999)",700.4563238,888.2821355,0.0,739.0349531,946.9045451,702.8569658,750.5388847,706.2008432,846.6204632,772.9115638,672.5897656,MELB - Middle,Greater Melbourne,Weekday
Y24H6130138,2023-24,1,"Unit, Flat or Apartment",Being Rented,0,1,April,Wednesday,Greater Dandenong (C),30->34,30->34,30->34,"$3,000-$3,499 ($156,000-$181,999)",794.1623804,1047.212422,0.0,857.4775595,1049.678924,781.2839888,855.5575066,777.1191324,951.7015682,888.0219787,763.054728,MELB - Middle,Greater Melbourne,Weekday
Y24H6130140,2023-24,1,"Unit, Flat or Apartment",Being Purchased,0,1,April,Friday,Greater Dandenong (C),75->79,75->79,75->79,"$400-$499 ($20,800-$25,999)",809.2768341,1049.219076,0.0,853.7272135,1087.575245,802.582665,858.9528029,814.9708485,957.6121187,894.8400892,773.4442633,MELB - Middle,Greater Melbourne,Weekday
Y24H6130202,2023-24,2,Separate House,Being Purchased,0,2,April,Tuesday,Knox (C),50->54,50->54,50->54,"$1,000-$1,249 ($52,000-$64,999)",550.1922246,0.0,531.4515313,618.1577946,493.833658,620.4432781,628.1697612,690.3360687,655.4874062,663.2199582,572.341268,MELB - Outer,Greater Melbourne,Weekday
Y24H6130204,2023-24,5,Separate House,Being Purchased,4,2,April,Thursday,Knox (C),0->4,15->19,35->39,"$1,500-$1,749 ($78,000-$90,999)",587.495678,0.0,568.8893231,766.4397979,727.3687622,765.4311277,636.0366625,666.3963243,603.8957737,657.9553929,627.7739295,MELB - Outer,Greater Melbourne,Weekday
Y24H6130208,2023-24,3,Separate House,Being Purchased,1,2,April,Monday,Knox (C),10->14,40->44,55->59,"$1,750-$1,999 ($91,000-$103,999)",405.7499519,0.0,396.0971984,560.9489243,446.5199892,470.4521308,453.9770371,500.7991075,447.5263688,464.2193148,394.8213855,MELB - Outer,Greater Melbourne,Weekday
Y24H6130209,2023-24,5,Separate House,Being Purchased,3,2,April,Tuesday,Knox (C),5->9,25->29,45->49,"$4,000-$4,499 ($208,000-$233,999)",612.7052611,0.0,569.5092975,783.4888933,721.9249819,811.8315329,652.7530811,696.5299101,679.4752194,693.6737722,655.7633958,MELB - Outer,Greater Melbourne,Weekday
Y24H6130211,2023-24,4,Separate House,Fully Owned,2,3,April,Thursday,Knox (C),0->4,20->24,35->39,"$5,000-$5,999 ($260,000-$311,999)",488.6016299,0.0,481.2211232,536.448984,435.6858068,665.7639184,527.6863771,685.2531656,522.4813416,577.3656076,529.6341289,MELB - Outer,Greater Melbourne,Weekday
Y24H6130212,2023-24,2,Separate House,Fully Owned,0,2,April,Friday,Knox (C),65->69,70->74,70->74,"$1,250-$1,499 ($65,000-$77,999)",563.6229347,0.0,567.7578309,640.3837732,529.0318665,647.4663406,659.4277845,697.1624769,630.0324608,679.3034994,571.822324,MELB - Outer,Greater Melbourne,Weekday
Y24H6130213,2023-24,3,Separate House,Fully Owned,4,2,April,Saturday,Knox (C),5->9,35->39,45->49,"$6,000-$7,999 ($312,000-$415,999)",470.3376067,0.0,467.7194353,666.4964952,495.4941078,541.9759048,508.5778326,573.6677223,519.8126933,552.4583722,462.6452412,MELB - Outer,Greater Melbourne,Weekend
Y24H6130218,2023-24,2,Separate House,Fully Owned,Missing/Refused,2,April,Thursday,Knox (C),70->74,70->74,70->74,"$1,250-$1,499 ($65,000-$77,999)",527.5547226,0.0,530.872987,604.7063835,497.5574825,584.9817096,612.0828993,660.4704436,582.576175,629.0696948,547.912447,MELB - Outer,Greater Melbourne,Weekday
Y24H6130220,2023-24,2,Separate House,Fully Owned,1,2,April,Saturday,Knox (C),70->74,70->74,70->74,"$2,000-$2,499 ($104,000-$129,999)",565.4885771,0.0,566.0525514,658.6591405,511.1240415,653.2191578,645.4976698,692.0174252,646.979179,698.2719196,582.679541,MELB - Outer,Greater Melbourne,Weekend
Y24H6130222,2023-24,3,Separate House,Fully Owned,0,2,April,Monday,Knox (C),15->19,45->49,65->69,"$1,500-$1,749 ($78,000-$90,999)",260.8392548,260.5408519,254.6339133,360.6100228,287.0485645,0.0,291.842381,321.9422834,287.6955228,298.4267024,253.8137478,MELB - Outer,Greater Melbourne,Weekday
Y24H6130225,2023-24,2,Separate House,Fully Owned,0,2,April,Thursday,Knox (C),60->64,65->69,65->69,"$1,250-$1,499 ($65,000-$77,999)",339.1423216,380.1204407,341.2754917,388.739818,319.8583816,0.0,393.4818639,424.5881423,374.5132554,404.4019466,352.2294302,MELB - Outer,Greater Melbourne,Weekday
Y24H6130226,2023-24,4,Separate House,Being Purchased,5,2,April,Friday,Knox (C),15->19,30->34,50->54,"$2,500-$2,999 ($130,000-$155,999)",328.0721168,323.2424387,323.8224502,392.3660462,300.4417892,0.0,356.7630174,464.311694,376.6415293,383.2713345,338.905031,MELB - Outer,Greater Melbourne,Weekday
Y24H6130227,2023-24,2,Separate House,Fully Owned,0,0,April,Saturday,Knox (C),90->94,90->94,90->94,"$800-$999 ($41,600-$51,999)",300.265929,353.2652264,328.4667892,388.2195972,300.9343037,0.0,336.9241685,374.3112738,279.376784,363.7137929,273.0896816,MELB - Outer,Greater Melbourne,Weekend
Y24H6130229,2023-24,4,Separate House,Being Purchased,Missing/Refused,2,April,Monday,Knox (C),15->19,25->29,50->54,"$2,000-$2,499 ($104,000-$129,999)",283.9574533,273.6611354,273.4115946,339.6544212,261.5816212,0.0,311.7336788,402.3423788,332.9870411,331.047804,294.7129692,MELB - Outer,Greater Melbourne,Weekday
Y24H6130231,2023-24,5,Separate House,Being Rented,0,3,April,Wednesday,Knox (C),15->19,35->39,70->74,"$4,000-$4,499 ($208,000-$233,999)",405.0174171,413.9874399,381.712941,487.797054,475.6318969,0.0,449.4703499,431.8269368,402.4065887,474.0000949,435.6690562,MELB - Outer,Greater Melbourne,Weekday
Y24H6130232,2023-24,5,Separate House,Fully Owned,3,3,April,Thursday,Knox (C),5->9,35->39,70->74,"$4,000-$4,499 ($208,000-$233,999)",386.3139188,388.0470309,373.6517015,458.6060394,463.4845236,0.0,418.8554275,429.0259739,374.4067978,442.3184531,423.1361304,MELB - Outer,Greater Melbourne,Weekday
Y24H6130233,2023-24,2,Separate House,Being Purchased,0,1,April,Friday,Knox (C),55->59,60->64,60->64,"$3,500-$3,999 ($182,000-$207,999)",333.5035361,428.2748965,332.862541,375.5489975,357.832177,0.0,381.7904329,365.2642909,342.699759,398.7050384,304.8857719,MELB - Outer,Greater Melbourne,Weekday
Y24H6130234,2023-24,4,Separate House,Being Purchased,2,1,April,Saturday,Knox (C),5->9,20->24,35->39,"$6,000-$7,999 ($312,000-$415,999)",302.9715249,340.8631003,294.433954,368.1490101,305.413268,0.0,314.5216832,375.6223163,327.2592889,359.7000207,286.4232424,MELB - Outer,Greater Melbourne,Weekend
Y24H6130236,2023-24,4,Separate House,Being Purchased,3,1,April,Monday,Knox (C),5->9,30->34,50->54,"$4,500-$4,999 ($234,000-$259,999)",261.3668988,288.4564976,249.3470562,309.8482778,275.2265405,0.0,280.7547098,327.9098918,281.7498748,302.248469,244.4335558,MELB - Outer,Greater Melbourne,Weekday
Y24H6130237,2023-24,3,Separate House,Fully Owned,Missing/Refused,3,April,Tuesday,Knox (C),30->34,50->54,65->69,"$3,000-$3,499 ($156,000-$181,999)",300.9095678,304.6240951,288.424075,374.2813771,305.0517095,0.0,325.928075,368.429963,326.5146433,352.7533736,306.302277,MELB - Outer,Greater Melbourne,Weekday
Y24H6130238,2023-24,4,Separate House,Fully Owned,2,2,April,Wednesday,Knox (C),0->4,25->29,45->49,"$2,000-$2,499 ($104,000-$129,999)",321.9448799,322.6242306,309.3174123,394.0896745,289.972961,0.0,355.352793,442.7465123,374.3168315,380.3510515,334.3525817,MELB - Outer,Greater Melbourne,Weekday
Y24H6130240,2023-24,2,Separate House,Being Purchased,0,1,April,Friday,Knox (C),15->19,35->39,55->59,"$3,000-$3,499 ($156,000-$181,999)",333.5035361,428.2748965,332.862541,375.5489975,357.832177,0.0,381.7904329,365.2642909,342.699759,398.7050384,304.8857719,MELB - Outer,Greater Melbourne,Weekday
Y24H6130241,2023-24,1,Separate House,Fully Owned,0,1,April,Saturday,Knox (C),75->79,75->79,75->79,"$2,500-$2,999 ($130,000-$155,999)",380.356678,449.2047768,406.0591162,499.3134105,366.0291792,0.0,380.9642604,424.3095668,427.4423587,470.8968987,355.89692,MELB - Outer,Greater Melbourne,Weekend
Y24H6130303,2023-24,3,Separate House,Being Purchased,1,1,April,Wednesday,Yarra (C),0->4,25->29,40->44,"$6,000-$7,999 ($312,000-$415,999)",624.7205956,679.1284592,602.6743584,635.1650087,629.7949892,923.8486737,0.0,563.2894094,796.9081168,699.0809329,808.7260213,MELB - Inner,Greater Melbourne,Weekday
Y24H6130305,2023-24,2,"Unit, Flat or Apartment",Being Rented,2,1,April,Friday,Yarra (C),30->34,30->34,30->34,"$4,000-$4,499 ($208,000-$233,999)",771.3614736,764.9914372,896.6451184,772.5586625,794.4425827,875.5562533,0.0,765.6306858,1014.210719,891.2747949,912.2015964,MELB - Inner,Greater Melbourne,Weekday
Y24H6130307,2023-24,1,Terrace or Townhouse,Fully Owned,0,0,April,Sunday,Yarra (C),85->89,85->89,85->89,"$500-$649 ($26,000-$33,799)",997.5203627,953.8210683,1270.140864,1030.532765,1005.646739,1270.191103,0.0,959.4680954,1104.185718,1245.619412,1090.783788,MELB - Inner,Greater Melbourne,Weekend
Y24H6130310,2023-24,2,"Unit, Flat or Apartment",Being Rented,2,2,April,Wednesday,Yarra (C),30->34,30->34,30->34,"$4,000-$4,499 ($208,000-$233,999)",1115.609053,1189.718276,1425.167406,1099.055821,1104.083882,1230.441928,0.0,1176.987297,1257.714642,1296.252778,1367.474833,MELB - Inner,Greater Melbourne,Weekday
Y24H6130311,2023-24,1,"Unit, Flat or Apartment",Being Rented,0,1,April,Thursday,Yarra (C),40->44,40->44,40->44,"$2,500-$2,999 ($130,000-$155,999)",889.5906117,934.0362565,1127.414669,885.9869088,909.6345436,898.8432099,0.0,828.379032,1187.805021,1049.347867,1043.697348,MELB - Inner,Greater Melbourne,Weekday
Y24H6130313,2023-24,2,"Unit, Flat or Apartment",Being Purchased,2,1,April,Saturday,Yarra (C),5->9,20->24,40->44,"$3,500-$3,999 ($182,000-$207,999)",773.9147492,765.3163429,893.9520151,794.6060564,767.5505565,883.335677,0.0,759.9803394,1041.491128,916.1621609,929.5216105,MELB - Inner,Greater Melbourne,Weekend
Y24H6130319,2023-24,2,"Unit, Flat or Apartment",Fully Owned,Missing/Refused,1,April,Friday,Yarra (C),70->74,70->74,75->79,"$650-$799 ($33,800-$41,599)",771.3614736,764.9914372,896.6451184,772.5586625,794.4425827,875.5562533,0.0,765.6306858,1014.210719,891.2747949,912.2015964,MELB - Inner,Greater Melbourne,Weekday
